Date,Day of Week(0-6),Day of the Month(1-31),Month of the Year(1-12),Time of Day(0-23),Holidays,Humidity,Temperature,Load WEST
1/14/2013,0,14,1,17,0,52.38,6.2,1117.863785
1/14/2013,0,14,1,18,0,62.42,4.5,1166.145256
1/14/2013,0,14,1,19,0,67.93,3.3,1275.618845
1/14/2013,0,14,1,20,0,70.14,2.6,1313.164829
1/14/2013,0,14,1,21,0,70.86,2.3,1316.037173
1/14/2013,0,14,1,22,0,69.21,2.9,1296.211691
1/14/2013,0,14,1,23,0,64.01,3.6,1236.681132
1/15/2013,1,15,1,0,0,58.93,3.6,1179.65931
1/15/2013,1,15,1,1,0,58.39,3.4,1144.881724
1/15/2013,1,15,1,2,0,60.19,2.8,1135.544952
1/15/2013,1,15,1,3,0,57.56,2.8,1137.33522
1/15/2013,1,15,1,4,0,66.23,1.9,1150.058318
1/15/2013,1,15,1,5,0,80.66,0.7,1174.722136
1/15/2013,1,15,1,6,0,83.94,0.5,1244.959645
1/15/2013,1,15,1,7,0,87.08,0,1367.199407
1/15/2013,1,15,1,8,0,88.24,0,1420.08952
1/15/2013,1,15,1,9,0,89.22,0,1407.282547
1/15/2013,1,15,1,10,0,90.24,0.1,1402.006824
1/15/2013,1,15,1,11,0,88.99,0.5,1379.380558
1/15/2013,1,15,1,12,0,88.4,0.6,1346.402668
1/15/2013,1,15,1,13,0,87.11,1,1313.986354
1/15/2013,1,15,1,14,0,90.49,1.1,1282.567712
1/15/2013,1,15,1,15,0,88,1.6,1256.113366
1/15/2013,1,15,1,16,0,87.21,1.7,1245.379996
1/15/2013,1,15,1,17,0,81.57,2,1251.008995
1/15/2013,1,15,1,18,0,77.47,2.5,1285.577426
1/15/2013,1,15,1,19,0,74.44,2.5,1378.919896
1/15/2013,1,15,1,20,0,73.28,2.5,1405.688425
1/15/2013,1,15,1,21,0,77.05,1.5,1410.728734
1/15/2013,1,15,1,22,0,77.69,0.7,1386.186098
1/15/2013,1,15,1,23,0,79.47,-0.1,1332.828891
1/16/2013,2,16,1,0,0,77.73,-0.6,1283.01587
1/16/2013,2,16,1,1,0,75.88,-0.5,1267.092472
1/16/2013,2,16,1,2,0,68.46,0.1,1265.18583
1/16/2013,2,16,1,3,0,70.54,-0.4,1266.557218
1/16/2013,2,16,1,4,0,67.9,-0.6,1285.870788
1/16/2013,2,16,1,5,0,72.01,-1.5,1329.373866
1/16/2013,2,16,1,6,0,71.4,-2.2,1408.751536
1/16/2013,2,16,1,7,0,74.38,-3,1536.410361
1/16/2013,2,16,1,8,0,77.14,-3.3,1580.107298
1/16/2013,2,16,1,9,0,63.66,0,1515.496668
1/16/2013,2,16,1,10,0,55.32,2,1419.602999
1/16/2013,2,16,1,11,0,45.87,4.5,1326.884352
1/16/2013,2,16,1,12,0,40.06,6.3,1244.471389
1/16/2013,2,16,1,13,0,38.52,7.5,1176.7106
1/16/2013,2,16,1,14,0,35.72,8.5,1126.504072
1/16/2013,2,16,1,15,0,34.78,8.8,1094.839379
1/16/2013,2,16,1,16,0,33.2,9.2,1080.778742
1/16/2013,2,16,1,17,0,32.77,9.1,1086.236251
1/16/2013,2,16,1,18,0,41.32,6.6,1106.287809
1/16/2013,2,16,1,19,0,60.05,2.7,1201.012631
1/16/2013,2,16,1,20,0,71.62,-0.1,1231.681624
1/16/2013,2,16,1,21,0,77.18,-1,1240.378688
1/16/2013,2,16,1,22,0,78.52,-0.3,1223.718259
1/16/2013,2,16,1,23,0,80.15,0.9,1169.436285
1/17/2013,3,17,1,0,0,80,0.2,1117.80528
1/17/2013,3,17,1,1,0,73.02,1.3,1087.609959
1/17/2013,3,17,1,2,0,74.22,0,1084.07464
1/17/2013,3,17,1,3,0,77.02,-1,1093.015194
1/17/2013,3,17,1,4,0,79.53,-1.4,1108.154693
1/17/2013,3,17,1,5,0,72.24,0.7,1139.236615
1/17/2013,3,17,1,6,0,75.95,0.1,1213.564799
1/17/2013,3,17,1,7,0,80.79,-0.6,1337.804872
1/17/2013,3,17,1,8,0,78.45,0.2,1378.000373
1/17/2013,3,17,1,9,0,66.86,5.6,1300.231864
1/17/2013,3,17,1,10,0,58.31,8.2,1204.818876
1/17/2013,3,17,1,11,0,50.23,11.3,1140.931961
1/17/2013,3,17,1,12,0,43.32,13.7,1075.453847
1/17/2013,3,17,1,13,0,37.27,15.6,1020.733066
1/17/2013,3,17,1,14,0,36.14,16.1,981.6698503
1/17/2013,3,17,1,15,0,33.98,17,949.8424948
1/17/2013,3,17,1,16,0,31.73,17.1,938.9312713
1/17/2013,3,17,1,17,0,35.65,15.5,941.634495
1/17/2013,3,17,1,18,0,45.92,11.7,961.6932071
1/17/2013,3,17,1,19,0,57.55,8.4,1058.285622
1/17/2013,3,17,1,20,0,62.33,6.4,1103.969442
1/17/2013,3,17,1,21,0,68.11,4.6,1112.137023
1/17/2013,3,17,1,22,0,70.06,3.3,1099.611004
1/17/2013,3,17,1,23,0,74.07,2.2,1061.324697
1/18/2013,4,18,1,0,0,79.68,1.1,1023.18618
1/18/2013,4,18,1,1,0,81.86,0.4,1005.859058
1/18/2013,4,18,1,2,0,79.46,0.7,1013.444906
1/18/2013,4,18,1,3,0,76.76,1.2,1033.461295
1/18/2013,4,18,1,4,0,79.77,0.4,1058.777285
1/18/2013,4,18,1,5,0,80.06,0.2,1102.63715
1/18/2013,4,18,1,6,0,82.47,0,1183.673986
1/18/2013,4,18,1,7,0,80.51,-1.5,1316.219223
1/18/2013,4,18,1,8,0,84.24,-0.5,1368.452789
1/18/2013,4,18,1,9,0,72.15,4.6,1315.841622
1/18/2013,4,18,1,10,0,61.38,8.1,1229.261163
1/18/2013,4,18,1,11,0,49.01,11.6,1149.003925
1/18/2013,4,18,1,12,0,42.09,13.9,1077.8886
1/18/2013,4,18,1,13,0,38.76,15.6,1021.451433
1/18/2013,4,18,1,14,0,36.78,15.8,980.6060902
1/18/2013,4,18,1,15,0,35.42,16.6,943.3574626
1/18/2013,4,18,1,16,0,35.7,16.4,924.2640322
1/18/2013,4,18,1,17,0,38.48,15.3,924.2307998
1/18/2013,4,18,1,18,0,48.74,11.6,933.9667004
1/18/2013,4,18,1,19,0,56.45,9.4,1009.56692
1/18/2013,4,18,1,20,0,57.64,9.2,1033.363349
1/18/2013,4,18,1,21,0,60.67,8.6,1041.67707
1/18/2013,4,18,1,22,0,58.37,9.1,1038.873899
1/18/2013,4,18,1,23,0,61.84,8.7,1019.832282
1/19/2013,5,19,1,0,1,59.71,8.5,991.22092
1/19/2013,5,19,1,1,1,61.93,8.3,980.1758947
1/19/2013,5,19,1,2,1,68.95,6.8,974.5423169
1/19/2013,5,19,1,3,1,74.47,6.7,976.3178629
1/19/2013,5,19,1,4,1,79.45,5.9,984.6707307
1/19/2013,5,19,1,5,1,86.21,4.5,1001.952108
1/19/2013,5,19,1,6,1,85.57,5.2,1036.991896
1/19/2013,5,19,1,7,1,90.21,4.4,1087.493539
1/19/2013,5,19,1,8,1,90.5,3.5,1143.024146
1/19/2013,5,19,1,9,1,86.28,6.4,1166.179078
1/19/2013,5,19,1,10,1,81.67,9.7,1136.18213
1/19/2013,5,19,1,11,1,71.44,11.9,1075.770716
1/19/2013,5,19,1,12,1,64.68,13.6,1019.050908
1/19/2013,5,19,1,13,1,57.37,15.4,963.2643942
1/19/2013,5,19,1,14,1,52.68,16.7,917.4952961
1/19/2013,5,19,1,15,1,48.75,17.3,890.0852591
1/19/2013,5,19,1,16,1,48.64,17.8,870.046612
1/19/2013,5,19,1,17,1,48.83,17.4,867.2703873
1/19/2013,5,19,1,18,1,60.92,13.3,883.1803021
1/19/2013,5,19,1,19,1,64.53,12,950.2765782
1/19/2013,5,19,1,20,1,68.72,10.6,966.9131849
1/19/2013,5,19,1,21,1,71.28,10.5,965.1681157
1/19/2013,5,19,1,22,1,73.33,9.7,960.5579887
1/19/2013,5,19,1,23,1,73.78,9.1,942.3277154
1/20/2013,6,20,1,0,1,77.11,8,921.90597
1/20/2013,6,20,1,1,1,78.96,6.9,912.7601121
1/20/2013,6,20,1,2,1,86.05,5.5,917.6138381
1/20/2013,6,20,1,3,1,86.73,4.5,932.458207
1/20/2013,6,20,1,4,1,86.59,5.2,945.020723
1/20/2013,6,20,1,5,1,85.82,5.9,973.9764643
1/20/2013,6,20,1,6,1,87.46,3.9,1027.16854
1/20/2013,6,20,1,7,1,91.96,3.7,1092.071061
1/20/2013,6,20,1,8,1,89.67,3.4,1148.112209
1/20/2013,6,20,1,9,1,85.32,8.1,1163.745183
1/20/2013,6,20,1,10,1,69.56,11.6,1119.26613
1/20/2013,6,20,1,11,1,57.35,14.7,1053.482549
1/20/2013,6,20,1,12,1,46.88,17.2,992.7270885
1/20/2013,6,20,1,13,1,35.23,19.6,948.8718569
1/20/2013,6,20,1,14,1,33.14,20.8,898.6334035
1/20/2013,6,20,1,15,1,30.14,22,866.0808888
1/20/2013,6,20,1,16,1,31.34,21.4,853.8745738
1/20/2013,6,20,1,17,1,31.71,20.9,854.6774754
1/20/2013,6,20,1,18,1,44.03,15.4,877.5589583
1/20/2013,6,20,1,19,1,52.99,14.1,957.5313591
1/20/2013,6,20,1,20,1,58.7,13.4,988.6591176
1/20/2013,6,20,1,21,1,66.33,11.4,977.9184302
1/20/2013,6,20,1,22,1,70.1,10.7,966.4164456
1/20/2013,6,20,1,23,1,75.6,9.5,932.275723
1/21/2013,0,21,1,0,1,81.27,8.2,894.01277
1/21/2013,0,21,1,1,1,82.97,7.9,887.7028104
1/21/2013,0,21,1,2,1,83.02,7,882.6384103
1/21/2013,0,21,1,3,1,82.07,5.8,888.5558572
1/21/2013,0,21,1,4,1,82.13,5.2,905.7879359
1/21/2013,0,21,1,5,1,83.33,3.9,937.743151
1/21/2013,0,21,1,6,1,82.93,3.4,1004.023486
1/21/2013,0,21,1,7,1,77.79,5.4,1106.102684
1/21/2013,0,21,1,8,1,81.41,5.1,1172.970213
1/21/2013,0,21,1,9,1,76.08,6.9,1168.538469
1/21/2013,0,21,1,10,1,63.48,8.8,1138.846626
1/21/2013,0,21,1,11,1,56.28,10.7,1107.469122
1/21/2013,0,21,1,12,1,49.75,12.5,1070.597745
1/21/2013,0,21,1,13,1,45.02,14.1,1029.915072
1/21/2013,0,21,1,14,1,42.49,15,994.1458428
1/21/2013,0,21,1,15,1,39.64,15.4,971.7388436
1/21/2013,0,21,1,16,1,39.08,15.8,973.5038725
1/21/2013,0,21,1,17,1,40.75,14.7,982.0583354
1/21/2013,0,21,1,18,1,53.1,11.1,995.8441493
1/21/2013,0,21,1,19,1,59.17,8.8,1065.463909
1/21/2013,0,21,1,20,1,64.93,7.1,1094.493831
1/21/2013,0,21,1,21,1,67.81,6.2,1099.355348
1/21/2013,0,21,1,22,1,71.07,5.2,1080.384785
1/21/2013,0,21,1,23,1,70.44,5.3,1023.921469
1/22/2013,1,22,1,0,0,69.79,5.3,962.71388
1/22/2013,1,22,1,1,0,70.02,5,925.0690879
1/22/2013,1,22,1,2,0,67.09,5.9,922.6257617
1/22/2013,1,22,1,3,0,68.37,5.6,927.7858625
1/22/2013,1,22,1,4,0,71.81,4.2,942.2985851
1/22/2013,1,22,1,5,0,76.68,2.8,974.4718162
1/22/2013,1,22,1,6,0,77.96,2.6,1033.811427
1/22/2013,1,22,1,7,0,79.97,2.8,1143.767107
1/22/2013,1,22,1,8,0,77.69,3.6,1181.174461
1/22/2013,1,22,1,9,0,71.65,5.8,1142.628197
1/22/2013,1,22,1,10,0,65.89,8.2,1086.154911
1/22/2013,1,22,1,11,0,62.17,10.7,1032.609464
1/22/2013,1,22,1,12,0,58.33,12.8,984.3269267
1/22/2013,1,22,1,13,0,51.9,15.5,947.8908371
1/22/2013,1,22,1,14,0,46.64,18,921.5618463
1/22/2013,1,22,1,15,0,45.85,19.1,902.7674784
1/22/2013,1,22,1,16,0,47.09,19.3,892.3102889
1/22/2013,1,22,1,17,0,49.02,18.6,895.699519
1/22/2013,1,22,1,18,0,56.8,16.3,901.989901
1/22/2013,1,22,1,19,0,66.06,14.1,969.8815046
1/22/2013,1,22,1,20,0,72.71,13.1,990.8867288
1/22/2013,1,22,1,21,0,74.35,12.3,983.0997147
1/22/2013,1,22,1,22,0,74.01,12.3,951.7057073
1/22/2013,1,22,1,23,0,77.38,11.6,899.1478883
1/23/2013,2,23,1,0,0,71.66,13.6,847.38535
1/23/2013,2,23,1,1,0,73.89,12.9,815.7487749
1/23/2013,2,23,1,2,0,75.62,12.1,808.5128781
1/23/2013,2,23,1,3,0,77.8,11.3,812.0036198
1/23/2013,2,23,1,4,0,82.56,9.6,819.7663045
1/23/2013,2,23,1,5,0,89.28,8.2,846.6297801
1/23/2013,2,23,1,6,0,88.94,8,911.8982615
1/23/2013,2,23,1,7,0,92.07,7.3,1022.873895
1/23/2013,2,23,1,8,0,93.24,8.2,1065.986369
1/23/2013,2,23,1,9,0,92.54,11.1,1032.388997
1/23/2013,2,23,1,10,0,91.79,12.5,997.6972588
1/23/2013,2,23,1,11,0,73.77,16.3,968.0183073
1/23/2013,2,23,1,12,0,65.21,18.5,937.2191044
1/23/2013,2,23,1,13,0,57.69,20.7,914.7838995
1/23/2013,2,23,1,14,0,54.42,21.8,903.439799
1/23/2013,2,23,1,15,0,51.6,22.6,900.8478117
1/23/2013,2,23,1,16,0,50.95,22.6,901.3181914
1/23/2013,2,23,1,17,0,54.32,21.5,908.6825017
1/23/2013,2,23,1,18,0,62.32,18.9,908.212544
1/23/2013,2,23,1,19,0,68.89,17.5,958.6814575
1/23/2013,2,23,1,20,0,72.24,16.9,972.4587273
1/23/2013,2,23,1,21,0,74.79,16.3,957.5386126
1/23/2013,2,23,1,22,0,75.48,15.9,925.6328754
1/23/2013,2,23,1,23,0,78.24,15.2,867.5670624
1/24/2013,3,24,1,0,0,82.41,14.5,805.80624
1/24/2013,3,24,1,1,0,87.61,13.6,769.4756789
1/24/2013,3,24,1,2,0,87.94,14,756.4004703
1/24/2013,3,24,1,3,0,88.18,13.9,749.1453662
1/24/2013,3,24,1,4,0,92.03,13.1,752.554596
1/24/2013,3,24,1,5,0,91.58,12,769.1121811
1/24/2013,3,24,1,6,0,92.53,11.1,830.4500548
1/24/2013,3,24,1,7,0,92.09,11,938.2756801
1/24/2013,3,24,1,8,0,93.22,11,979.1481376
1/24/2013,3,24,1,9,0,95.4,14.1,960.5753783
1/24/2013,3,24,1,10,0,85.07,16.5,949.4582319
1/24/2013,3,24,1,11,0,74.57,19.9,936.5998559
1/24/2013,3,24,1,12,0,64.5,22.1,922.1008045
1/24/2013,3,24,1,13,0,58.47,23.5,919.1055906
1/24/2013,3,24,1,14,0,47.87,26.2,919.5840518
1/24/2013,3,24,1,15,0,45.33,26.7,919.1674225
1/24/2013,3,24,1,16,0,42.56,27.2,925.7325942
1/24/2013,3,24,1,17,0,48.57,25.6,936.8336727
1/24/2013,3,24,1,18,0,61.43,22.1,926.6996418
1/24/2013,3,24,1,19,0,68.14,20,968.842875
1/24/2013,3,24,1,20,0,70.18,19.5,978.7076862
1/24/2013,3,24,1,21,0,72.86,18.6,954.1339577
1/24/2013,3,24,1,22,0,75.5,18.6,914.195172
1/24/2013,3,24,1,23,0,77.4,17.6,857.3895481
1/25/2013,4,25,1,0,0,80.63,16.7,796.6083
1/25/2013,4,25,1,1,0,80.91,16.3,753.6476301
1/25/2013,4,25,1,2,0,83.82,15.8,736.4070417
1/25/2013,4,25,1,3,0,88.43,14.5,731.5162328
1/25/2013,4,25,1,4,0,90.58,13.3,735.7796959
1/25/2013,4,25,1,5,0,89.3,12.5,751.3086534
1/25/2013,4,25,1,6,0,89.25,13.1,803.6637553
1/25/2013,4,25,1,7,0,92.68,13.1,905.7235507
1/25/2013,4,25,1,8,0,91.17,12.3,958.8445254
1/25/2013,4,25,1,9,0,86.92,12.5,948.4200607
1/25/2013,4,25,1,10,0,78.37,11.7,950.1227465
1/25/2013,4,25,1,11,0,77.29,12.7,947.4463145
1/25/2013,4,25,1,12,0,71.05,14.5,939.3760586
1/25/2013,4,25,1,13,0,73.53,14.6,932.0702762
1/25/2013,4,25,1,14,0,73.54,14.1,930.9274848
1/25/2013,4,25,1,15,0,74.13,13.2,924.5397301
1/25/2013,4,25,1,16,0,72.01,13.3,920.5010044
1/25/2013,4,25,1,17,0,75,12.5,928.5303314
1/25/2013,4,25,1,18,0,72.53,11,936.1375981
1/25/2013,4,25,1,19,0,77.72,9.8,979.7871377
1/25/2013,4,25,1,20,0,78.93,9.4,986.3083191
1/25/2013,4,25,1,21,0,76.3,9.8,967.4741403
1/25/2013,4,25,1,22,0,75.51,9.8,938.9999868
1/25/2013,4,25,1,23,0,74.27,9.9,901.8453884
1/26/2013,5,26,1,0,1,73.81,10,857.0171
1/26/2013,5,26,1,1,1,73.81,10,825.5091206
1/26/2013,5,26,1,2,1,72.27,10,817.0733608
1/26/2013,5,26,1,3,1,73.86,9.6,811.0749707
1/26/2013,5,26,1,4,1,75.14,9.6,813.8941372
1/26/2013,5,26,1,5,1,73.4,10.1,826.867008
1/26/2013,5,26,1,6,1,76.88,9.3,857.0466945
1/26/2013,5,26,1,7,1,77.33,9.2,903.9886687
1/26/2013,5,26,1,8,1,79.03,9.3,956.9170638
1/26/2013,5,26,1,9,1,80.48,9.2,990.830549
1/26/2013,5,26,1,10,1,80.34,9.4,998.8514038
1/26/2013,5,26,1,11,1,78.54,10.3,992.163487
1/26/2013,5,26,1,12,1,78.73,10.7,969.117046
1/26/2013,5,26,1,13,1,77.38,11.6,924.8732478
1/26/2013,5,26,1,14,1,78.05,11.6,893.5165563
1/26/2013,5,26,1,15,1,79.01,11.9,874.780216
1/26/2013,5,26,1,16,1,79.5,11.9,863.3628891
1/26/2013,5,26,1,17,1,78.69,12.3,862.4001729
1/26/2013,5,26,1,18,1,82.32,11.8,873.8217995
1/26/2013,5,26,1,19,1,84.35,11.4,923.2406444
1/26/2013,5,26,1,20,1,87.94,11.3,930.9559475
1/26/2013,5,26,1,21,1,89.36,11.2,894.206087
1/26/2013,5,26,1,22,1,94.3,11,874.0374211
1/26/2013,5,26,1,23,1,95.58,11.1,841.0237819
1/27/2013,6,27,1,0,1,92.68,11.6,800.10923
1/27/2013,6,27,1,1,1,93.26,11.6,771.206045
1/27/2013,6,27,1,2,1,94.92,12,749.0221526
1/27/2013,6,27,1,3,1,93.96,12.8,738.2000394
1/27/2013,6,27,1,4,1,96.52,13.3,731.7141097
1/27/2013,6,27,1,5,1,95.77,13.7,730.2669105
1/27/2013,6,27,1,6,1,92.31,14.3,742.7751497
1/27/2013,6,27,1,7,1,90.39,15.2,766.4585662
1/27/2013,6,27,1,8,1,90.39,15.2,800.8289946
1/27/2013,6,27,1,9,1,89.3,16,832.3057845
1/27/2013,6,27,1,10,1,88.57,16.8,857.9603259
1/27/2013,6,27,1,11,1,86.82,18,860.6040852
1/27/2013,6,27,1,12,1,80.37,19.4,859.0951431
1/27/2013,6,27,1,13,1,67.47,21.7,860.2186134
1/27/2013,6,27,1,14,1,62.44,22.8,859.6722426
1/27/2013,6,27,1,15,1,53.54,24.6,860.4846242
1/27/2013,6,27,1,16,1,52.28,24.5,864.4541361
1/27/2013,6,27,1,17,1,55.13,23.8,874.2967991
1/27/2013,6,27,1,18,1,59.42,22.6,886.5166614
1/27/2013,6,27,1,19,1,67.88,21.8,934.652839
1/27/2013,6,27,1,20,1,74.23,21,958.227563
1/27/2013,6,27,1,21,1,78.97,20.2,937.5668481
1/27/2013,6,27,1,22,1,79.5,20.2,902.078842
1/27/2013,6,27,1,23,1,81.6,19.7,844.4831841
1/28/2013,0,28,1,0,0,83.41,19.7,783.69424
1/28/2013,0,28,1,1,0,83.23,19.7,745.431307
1/28/2013,0,28,1,2,0,83.19,19.7,725.2680663
1/28/2013,0,28,1,3,0,83.32,19.5,715.5226757
1/28/2013,0,28,1,4,0,84.42,19.1,713.4366979
1/28/2013,0,28,1,5,0,85.25,19.1,723.8249127
1/28/2013,0,28,1,6,0,85.25,19.1,767.4155304
1/28/2013,0,28,1,7,0,85.75,19.4,860.6238642
1/28/2013,0,28,1,8,0,86.47,19.3,911.1871105
1/28/2013,0,28,1,9,0,82.27,20.6,904.7535217
1/28/2013,0,28,1,10,0,80.51,21.3,917.5159839
1/28/2013,0,28,1,11,0,76.44,22.2,935.0274016
1/28/2013,0,28,1,12,0,70.35,22.8,943.7637183
1/28/2013,0,28,1,13,0,66.81,23.6,946.5468214
1/28/2013,0,28,1,14,0,61.02,24.9,955.7330307
1/28/2013,0,28,1,15,0,54.71,25.9,955.9928585
1/28/2013,0,28,1,16,0,57.66,24.9,963.1982267
1/28/2013,0,28,1,17,0,62.09,23.7,965.7857858
1/28/2013,0,28,1,18,0,65.02,22.9,955.3494165
1/28/2013,0,28,1,19,0,65.02,22.9,996.4958695
1/28/2013,0,28,1,20,0,67.75,22.3,1001.804283
1/28/2013,0,28,1,21,0,71.77,21.9,976.4014702
1/28/2013,0,28,1,22,0,72.11,21.7,939.6158786
1/28/2013,0,28,1,23,0,75.99,21.1,875.3212971
1/29/2013,1,29,1,0,0,80.12,21,811.63153
1/29/2013,1,29,1,1,0,80.41,21,768.5636531
1/29/2013,1,29,1,2,0,81.64,20.7,746.7683043
1/29/2013,1,29,1,3,0,80.12,21,736.4845915
1/29/2013,1,29,1,4,0,80.12,21,732.7847888
1/29/2013,1,29,1,5,0,80.12,21,737.4641746
1/29/2013,1,29,1,6,0,80.74,20.9,770.8613434
1/29/2013,1,29,1,7,0,80.74,20.9,848.7007434
1/29/2013,1,29,1,8,0,80.12,21,901.2844724
1/29/2013,1,29,1,9,0,77.81,21.5,893.9729646
1/29/2013,1,29,1,10,0,76.66,21.7,904.2887137
1/29/2013,1,29,1,11,0,74.38,22.4,915.5453069
1/29/2013,1,29,1,12,0,68.93,23,916.5315341
1/29/2013,1,29,1,13,0,60.65,25.2,912.7211688
1/29/2013,1,29,1,14,0,56.81,25.8,915.8248231
1/29/2013,1,29,1,15,0,52.03,26.8,905.8268396
1/29/2013,1,29,1,16,0,50.84,24.6,868.5608885
1/29/2013,1,29,1,17,0,74.29,15.9,789.2535128
1/29/2013,1,29,1,18,0,64.88,15.5,826.558243
1/29/2013,1,29,1,19,0,62.48,13.6,927.4411726
1/29/2013,1,29,1,20,0,65.04,13.6,979.9811077
1/29/2013,1,29,1,21,0,53.94,13.8,999.9401602
1/29/2013,1,29,1,22,0,44.33,13.4,961.1526236
1/29/2013,1,29,1,23,0,42.16,11.8,902.5123688
1/30/2013,2,30,1,0,0,45.86,10.1,851.24485
1/30/2013,2,30,1,1,0,49.14,8.1,828.4614789
1/30/2013,2,30,1,2,0,48.12,7.9,826.1441027
1/30/2013,2,30,1,3,0,49.37,7.2,825.02424
1/30/2013,2,30,1,4,0,41.44,8.1,843.5610734
1/30/2013,2,30,1,5,0,46.58,6.7,878.7201109
1/30/2013,2,30,1,6,0,54.03,6.8,959.6736989
1/30/2013,2,30,1,7,0,61.43,6.7,1096.145748
1/30/2013,2,30,1,8,0,58.46,6.7,1157.719471
1/30/2013,2,30,1,9,0,53.17,7.6,1125.795773
1/30/2013,2,30,1,10,0,49.58,8.2,1103.038291
1/30/2013,2,30,1,11,0,42.86,9.9,1075.389004
1/30/2013,2,30,1,12,0,40.19,10.6,1042.205179
1/30/2013,2,30,1,13,0,34.77,11.6,1008.729052
1/30/2013,2,30,1,14,0,28.9,12.2,980.6664118
1/30/2013,2,30,1,15,0,25.86,12.8,956.5497681
1/30/2013,2,30,1,16,0,22.92,12.8,946.1976483
1/30/2013,2,30,1,17,0,21.99,12.1,955.9778399
1/30/2013,2,30,1,18,0,23.49,10.2,978.2336179
1/30/2013,2,30,1,19,0,32.02,7.1,1062.252134
1/30/2013,2,30,1,20,0,39.57,4.8,1105.448638
1/30/2013,2,30,1,21,0,44.35,3.9,1121.134945
1/30/2013,2,30,1,22,0,64.39,0.6,1110.520825
1/30/2013,2,30,1,23,0,72.03,-0.2,1063.411001
1/31/2013,3,31,1,0,0,68.52,0.3,1012.98352
1/31/2013,3,31,1,1,0,67.06,0.7,993.4384184
1/31/2013,3,31,1,2,0,62.17,1.3,994.5264436
1/31/2013,3,31,1,3,0,61.07,1.3,1003.982493
1/31/2013,3,31,1,4,0,65.83,0.1,1021.930817
1/31/2013,3,31,1,5,0,67.84,-0.7,1056.429269
1/31/2013,3,31,1,6,0,66.77,-0.5,1131.537183
1/31/2013,3,31,1,7,0,66.71,0.6,1256.269296
1/31/2013,3,31,1,8,0,64.73,1.7,1288.628072
1/31/2013,3,31,1,9,0,49,6.1,1224.049332
1/31/2013,3,31,1,10,0,35.75,10.6,1149.762573
1/31/2013,3,31,1,11,0,24.62,14.8,1079.874609
1/31/2013,3,31,1,12,0,20.57,17.2,1014.034376
1/31/2013,3,31,1,13,0,17.76,18.5,961.125097
1/31/2013,3,31,1,14,0,15.04,19.9,921.9469107
1/31/2013,3,31,1,15,0,15.18,20.4,890.7327117
1/31/2013,3,31,1,16,0,15.45,20.3,878.4715566
1/31/2013,3,31,1,17,0,18.05,19,881.6495532
1/31/2013,3,31,1,18,0,25.61,15.3,896.7380516
1/31/2013,3,31,1,19,0,31.77,12.5,981.1018377
1/31/2013,3,31,1,20,0,37.94,10.1,1031.190062
1/31/2013,3,31,1,21,0,35.76,10.9,1037.800176
1/31/2013,3,31,1,22,0,45.75,7.9,1016.83419
1/31/2013,3,31,1,23,0,43.06,9.3,954.1752467
2/1/2013,4,1,2,0,0,45.43,8.4,897.00353
2/1/2013,4,1,2,1,0,52.35,6.9,864.6600937
2/1/2013,4,1,2,2,0,54.76,6.4,865.0191506
2/1/2013,4,1,2,3,0,56.73,5.4,876.4323217
2/1/2013,4,1,2,4,0,57.37,4.4,896.7203658
2/1/2013,4,1,2,5,0,59.95,3.5,925.2513171
2/1/2013,4,1,2,6,0,62.48,2.4,995.9162796
2/1/2013,4,1,2,7,0,66.36,1.1,1127.531401
2/1/2013,4,1,2,8,0,62.04,2.2,1182.956982
2/1/2013,4,1,2,9,0,59.98,2.9,1135.041514
2/1/2013,4,1,2,10,0,54.28,5.1,1081.947003
2/1/2013,4,1,2,11,0,49.29,7.2,1021.381249
2/1/2013,4,1,2,12,0,44.47,9.9,960.8425655
2/1/2013,4,1,2,13,0,41.06,11.5,918.6390942
2/1/2013,4,1,2,14,0,37.27,13.3,894.9576706
2/1/2013,4,1,2,15,0,34.13,15.4,875.9186423
2/1/2013,4,1,2,16,0,31.86,16.8,864.1756682
2/1/2013,4,1,2,17,0,34.51,16.6,862.5495452
2/1/2013,4,1,2,18,0,40.08,14.6,859.8810052
2/1/2013,4,1,2,19,0,48.73,11.9,905.3311645
2/1/2013,4,1,2,20,0,53.72,11.7,927.1302082
2/1/2013,4,1,2,21,0,52.85,12.1,922.7167829
2/1/2013,4,1,2,22,0,49.13,12.8,911.0908838
2/1/2013,4,1,2,23,0,47.65,12.7,883.3879897
2/2/2013,5,2,2,0,1,55.52,11.4,842.08327
2/2/2013,5,2,2,1,1,60.61,10.3,819.0500038
2/2/2013,5,2,2,2,1,66,9.1,801.3049303
2/2/2013,5,2,2,3,1,72.1,7.5,801.9677986
2/2/2013,5,2,2,4,1,73.95,8.5,806.5101444
2/2/2013,5,2,2,5,1,77.22,8.2,819.3797864
2/2/2013,5,2,2,6,1,79.73,8.1,853.537133
2/2/2013,5,2,2,7,1,80.59,8.1,902.2802384
2/2/2013,5,2,2,8,1,80.67,8.6,956.0861829
2/2/2013,5,2,2,9,1,72.02,11.6,973.9905051
2/2/2013,5,2,2,10,1,64.75,14.2,964.8344927
2/2/2013,5,2,2,11,1,56.21,16.5,940.2326337
2/2/2013,5,2,2,12,1,50.04,18.4,908.8632012
2/2/2013,5,2,2,13,1,44.48,19.4,879.9009627
