Date,Day of Week(0-6),Day of the Month(1-31),Month of the Year(1-12),Time of Day(0-23),Holidays,Humidity,Temperature,Load WEST
1/19/2012,3,19,1,21,1,59.82,14.3,946.0393115
1/19/2012,3,19,1,22,1,71.11,14.2,917.8066697
1/19/2012,3,19,1,23,1,82.04,13,869.5474875
1/20/2012,4,20,1,0,0,88.87,12.7,815.75414
1/20/2012,4,20,1,1,0,86.26,11.8,777.3271532
1/20/2012,4,20,1,2,0,91.57,11.1,767.7429957
1/20/2012,4,20,1,3,0,90.64,11,770.298996
1/20/2012,4,20,1,4,0,94.85,10.1,785.0687231
1/20/2012,4,20,1,5,0,92.37,9.7,814.4718886
1/20/2012,4,20,1,6,0,93.68,12.2,877.2507867
1/20/2012,4,20,1,7,0,93.85,12.8,988.6872468
1/20/2012,4,20,1,8,0,92.19,15,1038.578369
1/20/2012,4,20,1,9,0,91.03,15.6,1003.498083
1/20/2012,4,20,1,10,0,88.98,17,970.0061837
1/20/2012,4,20,1,11,0,77.65,19.5,943.3618414
1/20/2012,4,20,1,12,0,67.6,21.1,919.3406804
1/20/2012,4,20,1,13,0,63.92,22,910.6850698
1/20/2012,4,20,1,14,0,62.32,22.6,909.3717678
1/20/2012,4,20,1,15,0,59.77,23.9,911.9051012
1/20/2012,4,20,1,16,0,62.25,23.3,916.1730996
1/20/2012,4,20,1,17,0,66.05,22.1,917.272428
1/20/2012,4,20,1,18,0,71.45,20.3,907.4839119
1/20/2012,4,20,1,19,0,76.25,19.2,945.4897754
1/20/2012,4,20,1,20,0,79.62,18.4,941.970451
1/20/2012,4,20,1,21,0,84.58,16.7,920.5306947
1/20/2012,4,20,1,22,0,85.09,16.7,892.3743865
1/20/2012,4,20,1,23,0,88,15.4,855.9284584
1/21/2012,5,21,1,0,1,82.75,14,817.32608
1/21/2012,5,21,1,1,1,67.04,9.8,783.1969294
1/21/2012,5,21,1,2,1,63.76,8.3,771.5511469
1/21/2012,5,21,1,3,1,62.85,7.4,775.1557157
1/21/2012,5,21,1,4,1,60.87,6.9,788.3965981
1/21/2012,5,21,1,5,1,65.7,5.7,812.3046985
1/21/2012,5,21,1,6,1,68.19,5,861.4988985
1/21/2012,5,21,1,7,1,69.44,4.3,930.9813821
1/21/2012,5,21,1,8,1,71.42,3.8,1005.114068
1/21/2012,5,21,1,9,1,71.32,3.9,1052.019488
1/21/2012,5,21,1,10,1,66.22,4.8,1065.633358
1/21/2012,5,21,1,11,1,62.04,6.1,1060.29942
1/21/2012,5,21,1,12,1,57.69,7.7,1029.656086
1/21/2012,5,21,1,13,1,54.87,9,997.5257005
1/21/2012,5,21,1,14,1,50.51,10.4,957.755386
1/21/2012,5,21,1,15,1,47.73,11.6,916.6138821
1/21/2012,5,21,1,16,1,47.34,11.7,885.1019321
1/21/2012,5,21,1,17,1,50.42,11.4,884.1275033
1/21/2012,5,21,1,18,1,60.1,8.4,902.7616166
1/21/2012,5,21,1,19,1,71.35,5.9,970.2849082
1/21/2012,5,21,1,20,1,67.59,6.7,987.6921688
1/21/2012,5,21,1,21,1,72.19,6.6,981.7016779
1/21/2012,5,21,1,22,1,70.56,7.3,969.837951
1/21/2012,5,21,1,23,1,78.09,7,938.1002004
1/22/2012,6,22,1,0,1,77.3,8.2,903.1978
1/22/2012,6,22,1,1,1,81.62,8,876.2221455
1/22/2012,6,22,1,2,1,81.62,7.9,862.3899503
1/22/2012,6,22,1,3,1,84.54,8.1,855.3291011
1/22/2012,6,22,1,4,1,85.67,9.5,853.8008186
1/22/2012,6,22,1,5,1,83.5,10.1,859.3617309
1/22/2012,6,22,1,6,1,81.99,10.7,867.6017804
1/22/2012,6,22,1,7,1,81.52,11,888.9935295
1/22/2012,6,22,1,8,1,86.18,11.7,916.3520741
1/22/2012,6,22,1,9,1,88.47,12.7,939.292596
1/22/2012,6,22,1,10,1,87.63,14.9,939.8131476
1/22/2012,6,22,1,11,1,82.24,17.7,919.7228662
1/22/2012,6,22,1,12,1,72.55,20.7,896.2913862
1/22/2012,6,22,1,13,1,69.93,21.6,889.0451119
1/22/2012,6,22,1,14,1,66.19,23.3,881.6186563
1/22/2012,6,22,1,15,1,58.15,24.3,872.8729352
1/22/2012,6,22,1,16,1,17.9,26.4,866.550812
1/22/2012,6,22,1,17,1,16.08,24.5,868.9343133
1/22/2012,6,22,1,18,1,19.87,20.8,887.2703699
1/22/2012,6,22,1,19,1,22.27,18.4,944.5180763
1/22/2012,6,22,1,20,1,29.72,15.3,960.8349083
1/22/2012,6,22,1,21,1,29.07,16.2,945.6652017
1/22/2012,6,22,1,22,1,30.38,16.8,923.743963
1/22/2012,6,22,1,23,1,40.46,15.5,890.8196695
1/23/2012,0,23,1,0,0,47.5,13.4,835.19993
1/23/2012,0,23,1,1,0,54.9,11.3,806.603831
1/23/2012,0,23,1,2,0,59.83,9.7,796.4790031
1/23/2012,0,23,1,3,0,65.43,8.1,810.1708242
1/23/2012,0,23,1,4,0,66.99,6.9,831.8356739
1/23/2012,0,23,1,5,0,73.26,5.3,872.5723405
1/23/2012,0,23,1,6,0,74.04,4.9,953.0662151
1/23/2012,0,23,1,7,0,81.3,3.1,1099.790171
1/23/2012,0,23,1,8,0,76.32,4.4,1153.453551
1/23/2012,0,23,1,9,0,64.84,8,1119.560538
1/23/2012,0,23,1,10,0,51.77,11.3,1087.877612
1/23/2012,0,23,1,11,0,42.71,13,1041.22299
1/23/2012,0,23,1,12,0,37.63,14.5,985.2536824
1/23/2012,0,23,1,13,0,34.53,15.8,946.5393437
1/23/2012,0,23,1,14,0,33.03,16.5,922.7508622
1/23/2012,0,23,1,15,0,32.56,17.2,902.3243573
1/23/2012,0,23,1,16,0,31.07,17.1,896.4294281
1/23/2012,0,23,1,17,0,32.24,16.6,906.0784973
1/23/2012,0,23,1,18,0,38.71,14.1,912.0487277
1/23/2012,0,23,1,19,0,49.18,10.4,984.311961
1/23/2012,0,23,1,20,0,51.05,9.6,1017.338361
1/23/2012,0,23,1,21,0,57.07,8.1,1009.528584
1/23/2012,0,23,1,22,0,63.33,6.1,990.4112301
1/23/2012,0,23,1,23,0,66.17,5.1,938.7369341
1/24/2012,1,24,1,0,0,65.55,6.1,885.67845
1/24/2012,1,24,1,1,0,67.76,5.2,854.8519728
1/24/2012,1,24,1,2,0,72.41,4.8,845.7500848
1/24/2012,1,24,1,3,0,72.1,4.8,846.1780029
1/24/2012,1,24,1,4,0,73.72,5,856.8772863
1/24/2012,1,24,1,5,0,68.77,6.7,878.4589934
1/24/2012,1,24,1,6,0,67.12,7.3,939.8395793
1/24/2012,1,24,1,7,0,66.86,8.1,1045.000885
1/24/2012,1,24,1,8,0,63.81,8.9,1081.773374
1/24/2012,1,24,1,9,0,59.83,10.2,1054.644178
1/24/2012,1,24,1,10,0,50.73,12.6,1039.01394
1/24/2012,1,24,1,11,0,45.4,14.2,1023.347947
1/24/2012,1,24,1,12,0,44.22,15.8,1004.292861
1/24/2012,1,24,1,13,0,48.2,16.2,981.3334184
1/24/2012,1,24,1,14,0,58.69,15.2,958.102199
1/24/2012,1,24,1,15,0,75.53,14.6,950.9446973
1/24/2012,1,24,1,16,0,83.93,13.7,951.0532768
1/24/2012,1,24,1,17,0,91.31,13.1,971.7049555
1/24/2012,1,24,1,18,0,92.25,13.1,1003.980045
1/24/2012,1,24,1,19,0,92.25,13.2,1041.958595
1/24/2012,1,24,1,20,0,93.1,13.3,1033.977077
1/24/2012,1,24,1,21,0,93.15,13.6,1006.731104
1/24/2012,1,24,1,22,0,92.59,13.7,971.4538365
1/24/2012,1,24,1,23,0,93.09,14.5,918.2728504
1/25/2012,2,25,1,0,0,93.11,14.7,854.90235
1/25/2012,2,25,1,1,0,94.69,15.5,816.9095951
1/25/2012,2,25,1,2,0,94.91,15,800.9810509
1/25/2012,2,25,1,3,0,94.94,12.4,798.5608616
1/25/2012,2,25,1,4,0,94.9,11.4,808.8474093
1/25/2012,2,25,1,5,0,91.18,11.1,831.9366816
1/25/2012,2,25,1,6,0,92.34,10.3,894.0866066
1/25/2012,2,25,1,7,0,90.65,10,1002.529251
1/25/2012,2,25,1,8,0,93.34,9.5,1060.458167
1/25/2012,2,25,1,9,0,91.86,9.2,1052.954861
1/25/2012,2,25,1,10,0,91.87,9.4,1054.399909
1/25/2012,2,25,1,11,0,87.78,10.1,1057.481474
1/25/2012,2,25,1,12,0,87.24,11.2,1060.359675
1/25/2012,2,25,1,13,0,88.37,10.8,1058.852675
1/25/2012,2,25,1,14,0,87.35,10.6,1059.227089
1/25/2012,2,25,1,15,0,87.35,10.6,1062.94358
1/25/2012,2,25,1,16,0,84.76,10.5,1072.784013
1/25/2012,2,25,1,17,0,81.99,10.6,1100.15679
1/25/2012,2,25,1,18,0,83.14,10.2,1129.127948
1/25/2012,2,25,1,19,0,83.68,9.5,1186.13404
1/25/2012,2,25,1,20,0,91.67,8.9,1188.327853
1/25/2012,2,25,1,21,0,92.54,8.7,1176.132532
1/25/2012,2,25,1,22,0,92.75,8.7,1130.498253
1/25/2012,2,25,1,23,0,91.69,8.9,1056.211083
1/26/2012,3,26,1,0,0,92.54,8.7,986.54152
1/26/2012,3,26,1,1,0,93.66,8.7,947.1907665
1/26/2012,3,26,1,2,0,93.66,8.7,933.7210497
1/26/2012,3,26,1,3,0,93.66,8.7,929.9199681
1/26/2012,3,26,1,4,0,93.66,8.7,939.4318383
1/26/2012,3,26,1,5,0,92.75,8.7,967.5620716
1/26/2012,3,26,1,6,0,87.73,8.7,1037.237902
1/26/2012,3,26,1,7,0,89.4,8.2,1159.564874
1/26/2012,3,26,1,8,0,86.71,8.2,1203.527429
1/26/2012,3,26,1,9,0,83.67,8.6,1156.28775
1/26/2012,3,26,1,10,0,70.79,11,1106.026676
1/26/2012,3,26,1,11,0,59.96,12.5,1056.994391
1/26/2012,3,26,1,12,0,51.67,13.5,1011.211956
1/26/2012,3,26,1,13,0,41.67,15.4,979.5563893
1/26/2012,3,26,1,14,0,38.72,16.4,947.957222
1/26/2012,3,26,1,15,0,40.77,17.1,924.922992
1/26/2012,3,26,1,16,0,39.22,17.1,914.6008255
1/26/2012,3,26,1,17,0,46.17,16,917.5277426
1/26/2012,3,26,1,18,0,56.32,13,932.6814174
1/26/2012,3,26,1,19,0,64.51,10.6,1012.527068
1/26/2012,3,26,1,20,0,72.88,8.5,1057.567947
1/26/2012,3,26,1,21,0,79.6,6.2,1064.391442
1/26/2012,3,26,1,22,0,80.23,6.1,1042.387114
1/26/2012,3,26,1,23,0,85.13,5.3,986.4457487
1/27/2012,4,27,1,0,0,82.13,5.4,935.05407
1/27/2012,4,27,1,1,0,90.7,3.8,915.2072403
1/27/2012,4,27,1,2,0,87.5,3.8,917.9258639
1/27/2012,4,27,1,3,0,87.59,4.3,930.8072493
1/27/2012,4,27,1,4,0,90.86,2.5,950.3976923
1/27/2012,4,27,1,5,0,93.31,1.6,981.1419615
1/27/2012,4,27,1,6,0,92.06,3.1,1052.004721
1/27/2012,4,27,1,7,0,91.06,2.4,1176.931524
1/27/2012,4,27,1,8,0,86.91,3.8,1221.895249
1/27/2012,4,27,1,9,0,78.44,8.8,1160.76576
1/27/2012,4,27,1,10,0,67.09,11.4,1099.673344
1/27/2012,4,27,1,11,0,57.57,13.4,1054.461477
1/27/2012,4,27,1,12,0,51.5,15.5,1005.112138
1/27/2012,4,27,1,13,0,50.46,16.7,968.8956749
1/27/2012,4,27,1,14,0,47.82,18,933.5431666
1/27/2012,4,27,1,15,0,47.86,18.7,905.8717418
1/27/2012,4,27,1,16,0,46.25,18.7,899.3601185
1/27/2012,4,27,1,17,0,50.07,18,892.021165
1/27/2012,4,27,1,18,0,59.11,16,885.8249512
1/27/2012,4,27,1,19,0,63.5,14.5,945.608359
1/27/2012,4,27,1,20,0,75.65,11.7,967.4651815
1/27/2012,4,27,1,21,0,76.3,11.4,962.4448146
1/27/2012,4,27,1,22,0,56.64,14.1,959.1716893
1/27/2012,4,27,1,23,0,54.17,13.1,930.1737735
1/28/2012,5,28,1,0,1,56.64,11.1,901.79236
1/28/2012,5,28,1,1,1,54.2,9.9,874.0693447
1/28/2012,5,28,1,2,1,54.64,8.7,864.5140042
1/28/2012,5,28,1,3,1,55.98,7.7,868.0265123
1/28/2012,5,28,1,4,1,56.57,7.2,881.5661298
1/28/2012,5,28,1,5,1,58.48,6.5,899.7561941
1/28/2012,5,28,1,6,1,61.9,5.7,938.2962086
1/28/2012,5,28,1,7,1,68,4.5,997.5442462
1/28/2012,5,28,1,8,1,69.1,4.6,1061.409979
1/28/2012,5,28,1,9,1,59.13,7,1092.067293
1/28/2012,5,28,1,10,1,47.3,8.3,1104.068986
1/28/2012,5,28,1,11,1,37.04,10.4,1092.168199
1/28/2012,5,28,1,12,1,33.75,11,1055.738846
1/28/2012,5,28,1,13,1,35.3,10.6,1017.538153
1/28/2012,5,28,1,14,1,35.7,11.2,991.0776303
1/28/2012,5,28,1,15,1,37.56,10.8,952.7399934
1/28/2012,5,28,1,16,1,36.64,11.2,935.3103261
1/28/2012,5,28,1,17,1,39.53,10.3,939.9399311
1/28/2012,5,28,1,18,1,51.27,7.9,963.4035032
1/28/2012,5,28,1,19,1,58.37,6.1,1044.295051
1/28/2012,5,28,1,20,1,58.59,5.7,1071.228789
1/28/2012,5,28,1,21,1,76.93,2.8,1078.812687
1/28/2012,5,28,1,22,1,69.97,3.2,1072.007289
1/28/2012,5,28,1,23,1,71.68,3.2,1045.958985
1/29/2012,6,29,1,0,1,71.1,2.8,1014.72325
1/29/2012,6,29,1,1,1,76.68,1.7,1000.822272
1/29/2012,6,29,1,2,1,76.47,1.3,999.2320452
1/29/2012,6,29,1,3,1,78.59,0.2,1006.581008
1/29/2012,6,29,1,4,1,86.67,-0.6,1020.692209
1/29/2012,6,29,1,5,1,88.13,-1,1039.048517
1/29/2012,6,29,1,6,1,86.61,-1.2,1074.259367
1/29/2012,6,29,1,7,1,89.12,-1.7,1124.621355
1/29/2012,6,29,1,8,1,89.23,-1,1181.864163
1/29/2012,6,29,1,9,1,73.93,3.2,1187.147173
1/29/2012,6,29,1,10,1,59.12,6.9,1135.244927
1/29/2012,6,29,1,11,1,49.17,9.3,1069.968197
1/29/2012,6,29,1,12,1,45.35,11.3,1007.367193
1/29/2012,6,29,1,13,1,35.14,13.6,969.3866994
1/29/2012,6,29,1,14,1,33.73,14.1,931.3923988
1/29/2012,6,29,1,15,1,31.72,15.5,901.4478318
1/29/2012,6,29,1,16,1,31.74,15.7,889.26262
1/29/2012,6,29,1,17,1,35.61,14.5,889.5134739
1/29/2012,6,29,1,18,1,45.86,12.2,913.9955715
1/29/2012,6,29,1,19,1,57.29,9.5,986.9034428
1/29/2012,6,29,1,20,1,56.39,9.8,1028.114106
1/29/2012,6,29,1,21,1,56.21,8.9,1026.332108
1/29/2012,6,29,1,22,1,60.44,8.1,1005.426637
1/29/2012,6,29,1,23,1,61.11,7.1,959.3776429
1/30/2012,0,30,1,0,0,62.6,7.2,908.25911
1/30/2012,0,30,1,1,0,63.74,7.1,885.7489737
1/30/2012,0,30,1,2,0,61.27,7.7,880.681233
1/30/2012,0,30,1,3,0,63.69,7.9,886.3896173
1/30/2012,0,30,1,4,0,66.36,8.1,900.9390437
1/30/2012,0,30,1,5,0,69.27,7.3,929.6378868
1/30/2012,0,30,1,6,0,69.09,7.1,999.2037746
1/30/2012,0,30,1,7,0,73.51,7.2,1115.620743
1/30/2012,0,30,1,8,0,83.26,7.1,1152.662826
1/30/2012,0,30,1,9,0,83.25,8.5,1112.678199
1/30/2012,0,30,1,10,0,77.75,11.4,1086.37876
1/30/2012,0,30,1,11,0,71.38,14.2,1049.590748
1/30/2012,0,30,1,12,0,66.42,16.6,1013.978833
1/30/2012,0,30,1,13,0,67.06,17.2,979.5193207
1/30/2012,0,30,1,14,0,65.31,17.6,964.4455271
1/30/2012,0,30,1,15,0,65.09,18.3,941.1938239
1/30/2012,0,30,1,16,0,68.41,17.2,940.5112367
1/30/2012,0,30,1,17,0,68.52,17.2,954.9763037
1/30/2012,0,30,1,18,0,70.24,16.8,967.2471677
1/30/2012,0,30,1,19,0,73.36,16.5,1025.865299
1/30/2012,0,30,1,20,0,74.91,16.5,1043.13297
1/30/2012,0,30,1,21,0,77.75,15.9,1024.875091
1/30/2012,0,30,1,22,0,82.07,15.5,988.9792583
1/30/2012,0,30,1,23,0,82.64,15.5,920.9882033
1/31/2012,1,31,1,0,0,85.51,14.5,857.41917
1/31/2012,1,31,1,1,0,85.37,15.1,819.3230916
1/31/2012,1,31,1,2,0,83.8,15.5,801.3324167
1/31/2012,1,31,1,3,0,84.74,15.5,795.2252965
1/31/2012,1,31,1,4,0,88.54,15,798.5460565
1/31/2012,1,31,1,5,0,88.74,15,811.0426296
1/31/2012,1,31,1,6,0,88.61,15.5,858.9968161
1/31/2012,1,31,1,7,0,88.61,15.5,956.937208
1/31/2012,1,31,1,8,0,88.61,15.5,996.3400724
1/31/2012,1,31,1,9,0,89.47,15.8,967.5566038
1/31/2012,1,31,1,10,0,89.85,16.7,948.9039889
1/31/2012,1,31,1,11,0,81.33,18.3,939.3725936
1/31/2012,1,31,1,12,0,70.22,20.4,913.856195
1/31/2012,1,31,1,13,0,64.76,21.7,906.4854985
1/31/2012,1,31,1,14,0,62.71,21.9,903.6856476
1/31/2012,1,31,1,15,0,60.58,22.8,897.8253671
1/31/2012,1,31,1,16,0,61.64,22.6,899.1637425
1/31/2012,1,31,1,17,0,65.58,21.9,907.166689
1/31/2012,1,31,1,18,0,73.07,19.9,911.8206329
1/31/2012,1,31,1,19,0,79.41,18.6,958.435133
1/31/2012,1,31,1,20,0,83.22,17.2,974.1484794
1/31/2012,1,31,1,21,0,85.72,16.2,950.8195977
1/31/2012,1,31,1,22,0,85.56,16.2,916.5094394
1/31/2012,1,31,1,23,0,86.29,15.5,862.2737244
2/1/2012,2,1,2,0,0,92.84,13.8,803.51283
2/1/2012,2,1,2,1,0,96.62,12.3,768.2249812
2/1/2012,2,1,2,2,0,94.94,12.3,752.3248316
2/1/2012,2,1,2,3,0,96.02,11.6,750.0577202
2/1/2012,2,1,2,4,0,93.5,12.6,749.7925329
2/1/2012,2,1,2,5,0,96.81,11.2,765.3239486
2/1/2012,2,1,2,6,0,96.59,11.4,815.9109989
2/1/2012,2,1,2,7,0,94.89,11.9,914.9160844
2/1/2012,2,1,2,8,0,95.61,11.8,956.6246983
2/1/2012,2,1,2,9,0,94.11,14.4,935.7286769
2/1/2012,2,1,2,10,0,93.13,16.3,925.0512706
2/1/2012,2,1,2,11,0,80.2,19.6,916.3307485
2/1/2012,2,1,2,12,0,70.42,21.1,903.1936438
2/1/2012,2,1,2,13,0,62.58,22.5,897.9721075
2/1/2012,2,1,2,14,0,60.3,23.1,900.1142014
2/1/2012,2,1,2,15,0,56.65,24.2,905.1315755
2/1/2012,2,1,2,16,0,47.99,24.8,905.1581727
2/1/2012,2,1,2,17,0,46.5,24.2,915.4600235
2/1/2012,2,1,2,18,0,53.97,20.9,915.5113797
2/1/2012,2,1,2,19,0,64.93,17.8,956.880241
2/1/2012,2,1,2,20,0,70.03,16.4,982.7950176
2/1/2012,2,1,2,21,0,78.89,14.4,965.6556896
2/1/2012,2,1,2,22,0,77.58,13.6,933.504726
2/1/2012,2,1,2,23,0,78.88,13.7,869.0288529
2/2/2012,3,2,2,0,0,84.75,12.3,809.21356
2/2/2012,3,2,2,1,0,86.1,11.8,776.9578251
2/2/2012,3,2,2,2,0,85.9,11.6,767.6546102
2/2/2012,3,2,2,3,0,85.96,12.2,770.0567623
2/2/2012,3,2,2,4,0,90.54,11.3,780.9496268
2/2/2012,3,2,2,5,0,93.81,11.1,806.141561
2/2/2012,3,2,2,6,0,94.67,11.1,865.5697508
2/2/2012,3,2,2,7,0,96.81,11.3,979.7820188
2/2/2012,3,2,2,8,0,96.81,11.3,1024.965261
2/2/2012,3,2,2,9,0,94.95,12.4,994.971073
2/2/2012,3,2,2,10,0,92.94,13.8,972.4154785
2/2/2012,3,2,2,11,0,93.32,14.7,961.6167214
2/2/2012,3,2,2,12,0,89.88,16.3,945.5900851
2/2/2012,3,2,2,13,0,87.36,17.8,921.1337862
2/2/2012,3,2,2,14,0,79.76,19.9,912.2661376
2/2/2012,3,2,2,15,0,72.63,21.8,900.4729611
2/2/2012,3,2,2,16,0,71.66,21.9,894.2665556
2/2/2012,3,2,2,17,0,71.9,21.9,900.8055169
2/2/2012,3,2,2,18,0,82.41,19.6,905.1810347
2/2/2012,3,2,2,19,0,85.57,19,957.1467988
2/2/2012,3,2,2,20,0,88.41,18.5,975.0674908
2/2/2012,3,2,2,21,0,86.84,17.7,964.0226546
2/2/2012,3,2,2,22,0,89.13,17.6,929.2065694
2/2/2012,3,2,2,23,0,87.95,17.7,873.3808312
2/3/2012,4,3,2,0,0,88.15,17.7,812.25779
2/3/2012,4,3,2,1,0,92.69,17.7,770.1804527
2/3/2012,4,3,2,2,0,90.34,18.1,753.1281851
2/3/2012,4,3,2,3,0,92.89,17.7,742.3637834
2/3/2012,4,3,2,4,0,91.09,18,738.6642769
2/3/2012,4,3,2,5,0,91.09,18,745.3008208
2/3/2012,4,3,2,6,0,88.41,18.5,786.4897242
2/3/2012,4,3,2,7,0,89.22,18.5,874.7491545
2/3/2012,4,3,2,8,0,91,18.6,921.4137172
2/3/2012,4,3,2,9,0,90.39,18.7,907.7954013
2/3/2012,4,3,2,10,0,88.5,19.6,918.6412955
2/3/2012,4,3,2,11,0,84.14,20.4,930.4697497
2/3/2012,4,3,2,12,0,77.76,22,929.777512
2/3/2012,4,3,2,13,0,75.41,21.7,929.5075051
2/3/2012,4,3,2,14,0,70.83,23.2,933.0992462
2/3/2012,4,3,2,15,0,70.39,23.3,928.6927235
2/3/2012,4,3,2,16,0,68.57,23.1,931.2409786
2/3/2012,4,3,2,17,0,70.08,22.3,931.0652144
2/3/2012,4,3,2,18,0,72.07,21.4,918.4321045
2/3/2012,4,3,2,19,0,73.77,21,944.8994591
2/3/2012,4,3,2,20,0,80.06,20.5,950.1525996
2/3/2012,4,3,2,21,0,88.66,19.3,927.4176625
2/3/2012,4,3,2,22,0,87.5,19.3,903.4522433
2/3/2012,4,3,2,23,0,79.91,17.4,867.8873857
2/4/2012,5,4,2,0,1,79.15,14.1,820.68685
2/4/2012,5,4,2,1,1,74.66,12.7,789.1285135
2/4/2012,5,4,2,2,1,69.67,12.6,774.4425133
2/4/2012,5,4,2,3,1,71.04,11.6,770.3646534
2/4/2012,5,4,2,4,1,68.85,11.3,773.1153505
2/4/2012,5,4,2,5,1,70.02,10.6,788.2012672
2/4/2012,5,4,2,6,1,65.72,10.4,819.1652498
2/4/2012,5,4,2,7,1,68.19,9.4,870.9969344
2/4/2012,5,4,2,8,1,72.38,8.7,928.7623485
2/4/2012,5,4,2,9,1,68.03,9.4,981.6047812
2/4/2012,5,4,2,10,1,66.23,9.8,1023.691947
2/4/2012,5,4,2,11,1,61.76,10.8,1036.50024
2/4/2012,5,4,2,12,1,59.03,11.5,1022.704175
2/4/2012,5,4,2,13,1,56.23,12.2,990.8943175
2/4/2012,5,4,2,14,1,53.99,13,964.1796763
2/4/2012,5,4,2,15,1,52.26,13.3,939.2783391
2/4/2012,5,4,2,16,1,54.26,12.6,931.9691532
2/4/2012,5,4,2,17,1,55.84,11.6,948.3651614
2/4/2012,5,4,2,18,1,58.34,11.1,979.4952538
2/4/2012,5,4,2,19,1,57.63,10.6,1033.337331
2/4/2012,5,4,2,20,1,57.6,10.1,1051.416316
2/4/2012,5,4,2,21,1,60.75,8.7,1040.874672
2/4/2012,5,4,2,22,1,62.68,7.7,1022.368198
2/4/2012,5,4,2,23,1,62.6,7.4,990.5024305
2/5/2012,6,5,2,0,1,65.87,6.6,952.79586
2/5/2012,6,5,2,1,1,63.78,6.4,932.4756787
2/5/2012,6,5,2,2,1,63.17,6.6,919.2548521
2/5/2012,6,5,2,3,1,65.33,6.1,917.0258225
2/5/2012,6,5,2,4,1,68.19,5.5,924.1284637
2/5/2012,6,5,2,5,1,71.39,5.3,939.420015
2/5/2012,6,5,2,6,1,72.27,5.1,968.5259829
2/5/2012,6,5,2,7,1,70.5,4.9,1013.072092
2/5/2012,6,5,2,8,1,72.44,5.1,1066.86754
2/5/2012,6,5,2,9,1,67.68,5.6,1115.507926
2/5/2012,6,5,2,10,1,65.51,6.5,1131.604628
2/5/2012,6,5,2,11,1,63.64,6.5,1113.209697
2/5/2012,6,5,2,12,1,63.51,7,1080.316613
2/5/2012,6,5,2,13,1,60.39,7.7,1058.380415
2/5/2012,6,5,2,14,1,62.42,8,1034.826809
2/5/2012,6,5,2,15,1,59.01,8.9,1013.440588
2/5/2012,6,5,2,16,1,57.12,8.7,1007.749156
2/5/2012,6,5,2,17,1,58.48,8.4,1015.861222
2/5/2012,6,5,2,18,1,62.6,7.4,1019.178836
2/5/2012,6,5,2,19,1,67.78,6.2,1055.53817
2/5/2012,6,5,2,20,1,71.56,5.3,1086.271261
2/5/2012,6,5,2,21,1,78.25,3.5,1081.039323
2/5/2012,6,5,2,22,1,82.18,2.8,1099.035138
2/5/2012,6,5,2,23,1,83.01,2.6,1052.534237
2/6/2012,0,6,2,0,0,84.38,1.6,997.78479
2/6/2012,0,6,2,1,0,91.54,2.1,962.414154
2/6/2012,0,6,2,2,0,87.79,2.5,947.5309703
2/6/2012,0,6,2,3,0,80.95,3.6,950.8842039
2/6/2012,0,6,2,4,0,83.66,3.1,970.2122182
2/6/2012,0,6,2,5,0,88.44,2,1000.436816
2/6/2012,0,6,2,6,0,85.67,1.8,1060.339699
2/6/2012,0,6,2,7,0,89.1,2.1,1170.109011
2/6/2012,0,6,2,8,0,86.34,2.9,1224.892566
2/6/2012,0,6,2,9,0,79.49,4.8,1199.680683
2/6/2012,0,6,2,10,0,71.91,6.2,1165.698599
2/6/2012,0,6,2,11,0,64.91,7.9,1139.861367
2/6/2012,0,6,2,12,0,60.68,9.1,1093.978361
2/6/2012,0,6,2,13,0,57.21,10,1058.378826
2/6/2012,0,6,2,14,0,56.21,10.4,1033.818045
2/6/2012,0,6,2,15,0,54.63,10.9,1011.089165
2/6/2012,0,6,2,16,0,55.79,11,1000.729773
2/6/2012,0,6,2,17,0,56.07,11,1006.854102
2/6/2012,0,6,2,18,0,60.51,10,1029.112102
2/6/2012,0,6,2,19,0,72.04,7.9,1098.370522
2/6/2012,0,6,2,20,0,74.18,7.1,1125.162086
2/6/2012,0,6,2,21,0,75.69,7.2,1110.515878
2/6/2012,0,6,2,22,0,76.32,8,1081.782436
2/6/2012,0,6,2,23,0,79.08,8.1,1018.832358
2/7/2012,1,7,2,0,0,79.93,8.6,958.82513
2/7/2012,1,7,2,1,0,78.99,8.6,936.1093005
2/7/2012,1,7,2,2,0,80.54,8.6,935.2142064
2/7/2012,1,7,2,3,0,80.74,8.7,944.2057231
2/7/2012,1,7,2,4,0,81.33,8.6,963.9039017
2/7/2012,1,7,2,5,0,81.72,8.6,999.9927259
2/7/2012,1,7,2,6,0,81.71,8.6,1078.478819
2/7/2012,1,7,2,7,0,81.71,8.6,1217.798265
2/7/2012,1,7,2,8,0,78.8,8.6,1276.705514
2/7/2012,1,7,2,9,0,72.09,9.8,1213.343685
2/7/2012,1,7,2,10,0,63.61,11,1143.219572
2/7/2012,1,7,2,11,0,59.29,12,1091.807846
2/7/2012,1,7,2,12,0,53.89,13.1,1024.148494
2/7/2012,1,7,2,13,0,50.56,14.2,969.8180843
2/7/2012,1,7,2,14,0,47.52,15.5,942.4409611
2/7/2012,1,7,2,15,0,47.16,15.8,925.9979346
2/7/2012,1,7,2,16,0,50.31,15.8,923.1374348
2/7/2012,1,7,2,17,0,52.59,14.6,935.3753262
